名称,年份,导演,演员,类型,国别,语言,评分,评分人数,五星占比,四星占比,三星占比,二星占比,一星占比,短评数,简介
对不起，我们错过了你 Sorry We Missed You,2019,肯·洛奇,"克里斯·希钦,黛比·哈尼伍德,瑞斯·斯通,凯蒂·普洛克特 ,查理·里士满,史蒂芬·克雷格,哈瑞特·构斯特,米奇·麦格雷戈,罗斯·布鲁斯特,朱利安·艾恩,希拉·邓克利,马克西·彼得斯,克里斯托弗·约翰·斯莱特,希瑟·伍德,阿尔伯特·邓巴,纳塔利娅·斯通班克斯,乔丹·科拉德,戴夫·特纳","剧情,家庭","英国,法国,比利时",英语,8.4,13243,33.5%,52.9%,12.4%,0.9%,0.3%,5600,英国巨匠肯·洛奇一生用镜头为底层呐喊，这位英国巨匠的新片《对不起，我们错过了你》依然关注底层生活，电影讲述一个潦倒的送货司机和他妻子，只能找一些零工或者午夜倒班的工作勉强度日，因为找不到稳定工作被逼到了崩溃的边缘。影片主要角色全部启用非职业演员，是今年最值得期待的现实主义电影之一。
多哥 Togo,2019,埃里克松·科尔,"威廉·达福,朱丽安妮·尼科尔森,克里斯托弗·赫耶达尔,理查德·多默,阿德里安·多瓦尔,玛德琳·威金斯,麦克尔·格雷耶斯,妮维·尼尔森,尼古拉·尼克拉斐,托尔比约恩·哈尔,凯瑟琳·麦格雷戈,迈克尔·麦克埃尔哈顿,保罗·皮斯科斯基,迈克尔·加斯顿,肖恩·本森,杰米·麦克沙恩,巴布·米切尔,大卫·博特,杰夫·汉尼","剧情,冒险",美国,英语,8.8,27247,51.7%,38.1%,9.4%,0.6%,0.2%,7539,聚焦1925年雪橇手和雪橇犬齐心协力为拯救阿拉斯加州诺姆市孩子的性命而奔波于血清接力路上的事件，被称为"Great Race of Mercy"。本片将登陆迪士尼自家流媒体，2019年推出。
人鬼情未了 Ghost,1990,杰瑞·扎克,"帕特里克·斯威兹,黛米·摩尔,托尼·戈德温,乌比·戈德堡","剧情,爱情,奇幻",美国,英语,8.2,174575,31.2%,50.6%,17.2%,0.9%,0.1%,23122,年轻的银行职员萨姆（帕特里克•斯威兹）与未婚妻美莉（黛咪•摩尔）相爱极深，在朋友卡尔（托尼•戈德温）的热情帮助下，他们搬进一幢漂亮的公寓，做着结婚前的准备。某晚看戏归来时，他们遭遇持枪歹徒，与歹徒搏斗时，萨姆不幸中枪身亡，美莉悲痛欲绝。
枪火 鎗火,1999,杜琪峰,"吴镇宇,任达华,黄秋生,吕颂贤,张耀扬,林雪,王天林,施绮莲,高雄","剧情,动作,犯罪",中国香港,粤语,8.7,150468,48.7%,39.7%,10.6%,0.8%,0.3%,27912,黑社会老大文哥（高雄 饰）被人追杀，其弟阿南（任达华 饰）安排五个人来做其兄的保镖，并命令他们查出暗杀文哥的幕后人物。这五人分别是阿鬼（黄秋生 饰）、阿来（吴镇宇 饰）、阿Mike（张耀扬 饰）、阿信（吕颂贤 饰）和阿肥（林雪 饰）。阿来和阿信是知名的高手，阿鬼、阿Mike、阿肥则是金盆洗手的昔日英雄：阿鬼是文哥以前的手下，阿Mike是神枪手，阿肥是枪械专家。五人同心协力，将杀手擒获，并查清了幕后主使人。五个不认识的江湖人成为肝胆相照的好友，这时，阿南告诉阿鬼，阿信与文哥之妻通奸，要求阿鬼去杀死阿信，阿来坚决不允许这么做。阿Mike和阿肥又分别支持阿来和阿鬼，最后他们约定在一家小餐厅解决这个问题，互相对准的枪口真是一触即发……
角斗士 Gladiator,2000,雷德利·斯科特,"罗素·克劳,华金·菲尼克斯,康妮·尼尔森,奥列佛·里德,理查德·哈里斯,德里克·雅各比,杰曼·翰苏,大卫·斯科菲尔德,约翰·斯拉普内尔,托马斯·阿拉纳,拉尔夫·莫勒,斯宾塞·崔特·克拉克,戴维·海明斯,汤米·弗拉纳根,史文-欧尔·托尔森,欧米德·吉亚李利,Chris Kell,托尼·库兰,大卫·拜利,艾尔·阿什顿,Ray Calleja,詹妮娜·法西奥,乔治·坎塔里尼,阿兰·柯德勒,Michael Mellinger,亚当·利维,吉力·吉尔克里斯特,Kjeld Gogosha-Clark,尼克·梅因,若昂·科斯塔·梅内塞斯,迈克·米切尔,Norman Campbell Rees,布瑞恩·斯米吉","剧情,动作,冒险","美国,英国",英语,8.5,164732,40.3%,45.4%,13.4%,0.7%,0.1%,19439,马克西·蒙斯（罗素·克劳 饰）是罗马帝国战功显赫，受人拥戴的大将军。老国王马库斯·奥利利乌斯（理查德·哈里斯 饰）对大将军赏识有加，有意加冕于他。老国王对将军这种超越亲情的宠爱自然招来太子康莫迪乌斯的妒忌与不安，太子伺机杀害父亲，抢先登上王位，并马上下令诛杀大将军一家。
现在去见你 지금 만나러 갑니다,2018,李章焄,"苏志燮,孙艺珍,金智焕,金贤秀,李有镇,高昌锡,李俊赫,孙云恩,裴侑蓝","剧情,爱情,奇幻",韩国,韩语,8.3,73242,35.5%,44.3%,18.1%,1.7%,0.4%,22809,本片根据市川拓司小说《相约在雨季》改编，苏志燮和孙艺珍主演，讲述男子(苏志燮饰)的妻子秀雅(孙艺珍饰)去世前告诉他，自己将在下一个雨季回来。果不其然，雨季来临之际，妻子如约而至。可奇怪的是，妻子似乎忘记了他和家庭。
十二猴子 Twelve Monkeys,1995,特瑞·吉列姆,"布鲁斯·威利斯,布拉德·皮特,大卫·摩斯,克里斯托弗·普卢默,乔恩·塞达,玛德琳·斯托,Joseph Melito,Michael Chance,Vernon Campbell,H. Michael Walls,Bob Adrian,西蒙·琼斯,Carol Florence,Bill Raymond,Ernest Abuba,Irma St. Paule,乔伊佩里洛,Bruce Kirkpatrick","科幻,悬疑,惊悚",美国,"英语,法语",8.1,172497,30.0%,49.9%,18.0%,1.7%,0.4%,30239,公元2035年，人类被12只猴子军研制的一种病毒侵袭，大部分人类都在这场病毒灾难中死亡，只有少数人侥幸逃生，但也只能在阴暗的地下，苟且偷生。
名侦探柯南：世纪末的魔术师 名探偵コナン 世紀末の魔術師,1999,儿玉兼嗣,"高山南,山崎和佳奈,茶风林,绪方贤一,盐泽兼人,神谷明,林原惠美,岩居由希子,高木涉,大谷育江,松井菜樱子,田中信夫,堀川亮,松冈文雄,石冢运升,宫村优子,大塚周夫,依田英助,大塚芳忠,筱原惠美,宫本充,壤晴彦,中岛聪彦,小山裕通,井上隆之,千叶一伸,布目贞雄,佐藤忍,藤田淑子,山口胜平","喜剧,动画,悬疑,犯罪,冒险",日本,"日语,俄语,汉语普通话",8.5,90350,39.8%,46.5%,13.0%,0.5%,0.1%,8022,小兰的朋友原子家铃木财团准备展出他们家珍藏的沙皇尼古拉二世家的宝物——回忆之卵，回忆之卵里收藏了沙皇尼古拉二世一家的珍贵照片，由此特别珍贵。岂料在展出之前，却收到了怪盗基德的通知函，上面用迷语的方式列明他盗宝的时间。原子找到小兰的爸爸名侦探毛利小五郎帮忙，当然，真正的幕后高手柯南也会和小兰一起前来。柯南遇到了同为侦探的服部平次，两人决定一起联手解开怪盗基德之谜！
斗牛,2009,管虎,"黄渤,闫妮,高虎,来喜,胡晓光,刘向京,陶泽如,孙松","剧情,喜剧",中国大陆,"中文,日语",8.0,133132,26.1%,50.9%,20.5%,2.1%,0.4%,23551,抗日战争时期，一队八路军来到了沂蒙山区的堡垒村马牧池，随他们一同前来的还有国际友人捐赠的奶牛。长年生活在大山中的村民从没见过这种黑白相间、奶量充足的牛，他们备感惊奇。不久，日军船尻部队逼近，八路军紧急撤退，临行前将奶牛托付给村民喂养。贫穷胆小的村民担心奶牛会带来灾难，他们通过抓红豆的方式选出养牛人，小寡妇九儿（闫妮 饰）帮破落户牛二（黄渤 饰）抓阄，最终使牛二成了这倒霉的"幸运儿"。
追随 Following,1998,克里斯托弗·诺兰,"杰里米·西奥伯德,亚历克斯·霍,露西·拉塞尔,约翰·诺兰,迪克·布拉德塞尔,吉莉安·艾尔-卡迪,詹妮弗·安杰尔,尼古拉斯·卡洛蒂,达伦·奥曼迪,盖·格林威,塔索斯·史蒂文斯,特里斯坦·马丁,瑞贝卡·詹姆斯,保罗·梅森,大卫·博维尔,大卫·朱莱安,芭芭拉·斯特潘斯基,艾玛·托马斯,戴安娜·札克","悬疑,惊悚,犯罪",英国,英语,8.9,125074,55.5%,36.8%,7.1%,0.5%,0.2%,30971,比尔（杰里米•希尔伯德 Jeremy Theobald 饰）是个游手好闲的作家，借跟踪陌生人打发时间。这让他体验到形形色色的人生，很神秘，也很刺激。不过，有一次，比尔盯上了一个西服革履的家伙克布（艾利克斯•浩尔 Alex Haw 饰）。尾随到餐厅之后，他却被对方识破，只得摊牌。克布是个贩卖盗版光碟的商贩，此外还做拧门撬锁的勾当。克布带着比尔潜入了陌生人家中，但比尔发现克布根本不取财物，而是寻找主人蓄意掩盖的隐私。同时，克布还提醒比尔要注意仪表。后来，比尔认识了一个神秘的金发女人（露西•拉塞尔 Lucy Russell 饰）。在酒吧，比尔主动与她调情，但是对方冷若冰霜。原来她是黑社会大佬的女人，但是不可遏制的激情让比尔失去了理智，从而堕入了万劫不复的深渊……
有话好好说,1997,张艺谋,"姜文,李保田,瞿颖,刘信义,葛优,李雪健,尤勇,张艺谋,赵本山,焦刚,梁冠华,李琦,方青卓,杜旭东,傅彪,陈晓花,李强,常戎,张伟平","剧情,喜剧",中国大陆,汉语普通话,8.2,132734,32.1%,49.8%,16.7%,1.2%,0.2%,22901,失恋的青年赵小帅（姜文饰）是名个体书商，他与女友安红(瞿颖饰)分手后又想和好，死缠烂打不放。不过，安红正与某娱乐公司的老板刘德龙（刘信义饰）恋爱，视对方为情敌的两人终于大打出手。
七武士 七人の侍,1954,黑泽明,"三船敏郎,志村乔,津岛惠子,岛崎雪子,藤原釜足,加东大介,木村功,千秋实,宫口精二,小杉义男,左卜全,稻叶义男,土屋嘉男,高堂国典,东野英治郎,上田吉二郎,多多良纯,渡边笃,小川虎之助,山形勋,上山草人,清水元,高木新平,大友伸,高原骏雄,稻垣三郎,堺左千夫,千石规子,本间文子,大久保正信,伊藤实,大村千吉,广濑正一,宇野晃司,谷晃,中岛春雄,清水美恵,熊谷卓三,夏木顺平,岩本弘司,堤康久,马野都留子,森今日子,加藤武,仲代达矢,宇津井健,山本廉","剧情,动作,冒险",日本,日语,9.2,127066,68.4%,25.7%,5.2%,0.4%,0.3%,26030,日本战国时代，一小山村面临着山贼的威胁，为了保护秋天的收成，村中长老决定让去请武士来保护村子安全，但只能拿出的报酬是一天三顿的白米饭。在城里，他们遭到了武士白眼甚至被打。直到勘兵卫（志村乔饰）的出现，他现今已沦为浪人，几经考虑最后答应了。他对农民说至少需要七名武士，于是久藏（宫口精二饰）、胜四郎（木村功饰）、五郎（稻叶义男饰）、七郎（加东大介饰）、平八（千秋实饰）和菊千代（三船敏郎饰）等六人也加入了队伍，七个人肩负保卫村子的任务。
卡萨布兰卡 Casablanca,1942,迈克尔·柯蒂兹,"亨弗莱·鲍嘉,英格丽·褒曼,保罗·亨雷德,克劳德·雷恩斯,康拉德·韦特,西德尼·格林斯垂特,彼得·洛,S·Z·萨卡尔,玛德琳·勒博,杜利·威尔逊,乔伊·派奇,约翰·奎尔伦,列昂尼德·金斯基,科特·博伊斯,Enrique Acosta,Ed Agresti,Louis V. Arco,Brandon Beach,利昂·贝拉斯科,Trude Berliner,奥利弗布莱克,蒙蒂·布卢,欧仁·博登,Dick Botiller,Maurice Brierre,George M. Carleton,Spencer Chan,Tex Cooper,基诺科拉多,弗兰科·科尔萨罗,Adrienne D'Ambricourt,马塞尔·达里奥,赫尔穆特·丹丁,Jean De Briac,George Dee,让·德尔瓦尔,Carl Deloro,Arthur Dulac,威廉·埃德蒙兹,赫伯特·埃文斯,Fred Farrell,马丁·加拉拉加,格雷戈里·盖伊,Gregory Golubeff,Ilka Grüning,克莱顿·黑尔,Winifred Harris,Jamiel Hasson,Arthur Stuart Hull,奥拉夫·许滕,Paul Irving,Charles La Torre,乔治·J·刘易斯,Jacques Lory,Lou Marcelle,Michael Mark,Frank Mazzola,乔治·米克,Lal Chand Mehra,路易斯梅西埃,Torben Meyer,Mike Morelli,阿尔贝托·莫林,Leo Mostovoy,Barry Norton,Monty O'Grady,Lotte Palfi Andor,Paul Panzer,Manuel París,Alexander Pollard,保罗·波尔卡西,弗兰克·普格利亚,Georges Renavent,杜威·罗宾逊,Victor Romito,Henry Rowland,Richard Ryen,丹·西摩,Nick Shaid,Lester Sharpe,Bhogwan Singh,Dina Smirnova,Gerald Oliver Smith,George Sorel,Geoffrey Steele,路德维希·施托塞尔","剧情,爱情,战争",美国,"英语,法语,德语,意大利语",8.6,172830,45.9%,41.4%,11.9%,0.7%,0.1%,33976,二战期间，卡萨布兰卡是欧洲逃往美国的必经之地，那里鱼龙混杂，局势紧张。里克（亨佛莱•鲍嘉 Humphrey Bogart 饰）是一个神秘的商人，他在卡萨布兰卡开了一家人气很旺的夜总会，并拥有两张宝贵的通行证。一天，反纳粹人士维克多和妻子伊尔莎（英格丽•褒曼 Ingrid Bergman 饰）来到夜总会，原来他们正在逃避纳粹的追捕。碰巧的是，里克发现，伊尔莎竟然是他的旧日情人。那段爱曾经刻骨铭心，却因为一个误会而终止。而当误会消解时，伊尔莎和里克的感情还是不可避免的重燃了。里克手上的两张通行证能帮助维克多度过难关，但这样一来，伊尔莎是决定留下，还是离去，他们的爱情在政治和伦理的推波逐流中走向何方。
暗战 暗戰,1999,杜琪峰,"刘德华,刘青云,蒙嘉慧,李子雄,许绍雄,林雪,黄卓玲,艾威,林伟健,Robert Sparks,洪伟良,罗靖庭,邱万城,Paco Yick,South Kei Lee,张浚鸿,李子明,李寿祺","剧情,动作,犯罪",中国香港,"粤语,英语",8.5,166118,38.4%,48.0%,12.9%,0.7%,0.1%,24884,大盗张彼德（刘德华）得知生命只剩四周时，决定为死于黑道老大（李子雄）之手的父亲报仇，为此他精心设计打劫了黑道老大的运输公司隔壁的财务公司，并挟持人质引来因得罪上级被转调文职的高级谈判专家何尚生（刘青云）。
黄飞鸿之二：男儿当自强 黃飛鴻之二男兒當自強,1992,徐克,"李连杰,关之琳,甄子丹,莫少聪,姜大卫,熊欣欣,张铁林,任世官,梁日豪,何家驹,方保罗","剧情,动作,爱情,武侠,古装",中国香港,"粤语,汉语普通话",8.0,84759,24.8%,53.0%,21.3%,0.8%,0.1%,5767,白莲教徒接下满清大臣纳兰元述（甄子丹）所下的对付革命党人的命令后，在广州街头借"扶清灭洋"的口号大肆捣乱洋人的使馆、教堂等地盘，甚至连小学生也不放过，他们的举动令黄飞鸿（李连杰）、十三姨（关之琳）与梁宽（莫少聪）异常气愤。
东京物语 東京物語,1953,小津安二郎,"笠智众,原节子,杉村春子,东山千荣子,山村聪,香川京子","剧情,家庭",日本,日语,9.2,85833,66.5%,27.8%,5.1%,0.4%,0.3%,23823,儿女们都大了，各自成家。父亲周吉（笠智众饰）和老伴（东山千荣子饰）要去东京看望他们，老两口带着愉快心情上路。可另一边，还没等他们到大儿子家，孙子就因为爷爷奶奶到来腾地方哭闹不停。老人开始觉得尴尬，大儿子幸一（山村聪饰）在东京当医生，二女儿繁（杉村春子饰）在东京开美容店，二儿媳纪子（原节子饰），小女儿京子（香川京子饰）外，大阪还有三子敬三。
土拨鼠之日 Groundhog Day,1993,哈罗德·雷米斯,"比尔·默瑞,安迪·麦克道威尔,克里斯·艾略特,斯蒂芬·托布罗斯基,布赖恩·道尔,瑞克·欧弗顿,威利·加森,安吉拉·佩顿,里克·杜科蒙,罗宾·杜克,肯·哈德森·坎贝尔,莱斯·波德威尔","剧情,喜剧,爱情,奇幻",美国,"英语,法语,意大利语",8.6,116386,41.5%,46.4%,11.5%,0.6%,0.1%,31440,菲尔（Bill Murray饰）是个气象播报员，每天除了在摄像机前给观众做风趣幽默的天气预报外，每年的2月2日他还要前往一个名为普苏塔尼的边境小镇，报导当地的土拨鼠日庆典。
成为简·奥斯汀 Becoming Jane,2007,朱里安·杰拉德,"安妮·海瑟薇,詹姆斯·麦卡沃伊,朱丽·沃特斯,詹姆斯·克伦威尔,玛吉·史密斯,安娜·麦克西维尔·马丁,露西·科乎,劳伦斯·福克斯,伊恩·理查森,乔·安德森,里奥·比尔,杰茜卡·阿什沃思,汤姆-沃恩-劳勒","剧情,爱情,传记","英国,爱尔兰",英语,8.2,192927,32.1%,49.3%,17.5%,1.0%,0.1%,39682,简•奥斯汀（安妮·海瑟薇 Anne Hathaway 饰）的一生是否如她的文字那样充满曲折的过程和完满的结局？《成为简》用传记方式描述她的一生：她的母亲竭力为她撮合婚事，对象是上层社会的有钱人。但是简不接受没有爱情的婚姻，认为女人要靠自己的能力去养活自身。于是，她拒绝贵族瓦斯莱先生的求婚，爱上了心灵相通的汤姆•勒弗罗伊（詹姆斯·麦卡沃伊 James McAvoy 饰）。
